T1,T2,T3,T4,T5,T6,T7,T8,source
0.10679199,0.17040195,0.09280782,0.47632727,0.004334611,0.0017641005,0.144698,0.00287428,PubMed
0.09002025,0.178484,0.009235542,0.061943542,0.036555782,0.0012765869,0.62038296,0.0021013543,PubMed
0.30310324,0.29711846,0.08063457,0.13135731,0.0027334373,0.104095176,0.07872814,0.0022297306,PubMed
0.11287754,0.1371835,0.0011798122,0.51959056,0.062681586,0.0008759449,0.16417925,0.0014317501,PubMed
0.00934224,0.2801723,0.0016404489,0.13282356,0.13182075,0.015953029,0.4154851,0.012762604,Preprints
0.23741683,0.17144082,0.037557296,0.2684045,0.057782087,0.09276497,0.13256474,0.0020686747,Preprints
0.22859554,0.13494161,0.0013815546,0.25815958,0.0022682229,0.01091317,0.35521507,0.008525276,PubMed
0.3549994,0.21974535,0.1858255,0.08314622,0.09604437,0.036005046,0.021285249,0.0029488842,Preprints
0.07274392,0.32720175,0.05399273,0.06556461,0.0034828044,0.06871758,0.0077136857,0.4005829,Preprints
0.48495474,0.12684357,0.07419888,0.10138314,0.084144145,0.0010763102,0.03453311,0.09286614,PubMed
0.05448522,0.23370661,0.14931634,0.0024355142,0.08056115,0.22845696,0.007879361,0.2431588,PubMed
0.15105115,0.24044356,0.0673748,0.08545685,0.009804,0.27166086,0.016985489,0.15722325,PubMed
0.09650365,0.33146426,0.002331325,0.15515333,0.025359768,0.13310204,0.09938358,0.15670204,Preprints
0.18442316,0.2537389,0.0012833256,0.0019248271,0.0021240409,0.2281913,0.04844678,0.27986765,PubMed
0.3078936,0.05707804,0.14379203,0.016772775,0.020842146,0.117087044,0.057222143,0.2793122,PubMed
0.11961943,0.43493325,0.12572005,0.00414825,0.0044295853,0.054973558,0.06420927,0.19196661,Preprints
0.10442496,0.17422625,0.5676,0.004230617,0.0120971445,0.04001803,0.048240155,0.04916288,PubMed
0.21895403,0.15409064,0.037047595,0.26191008,0.014602318,0.0017188577,0.27066243,0.041014053,PubMed
0.18283719,0.10895521,0.0015411149,0.37226468,0.0033055036,0.017277874,0.29881078,0.015007627,PubMed
0.42973503,0.12090142,0.029654812,0.0020743255,0.0021322835,0.010065638,0.36918634,0.036250208,Preprints
0.25106287,0.32997352,0.0015202546,0.11928235,0.0027903551,0.0011625632,0.29219267,0.0020154356,Preprints
0.08532157,0.21842189,0.002580464,0.029237451,0.03955925,0.0019304707,0.6195112,0.0034377177,PubMed
0.08035369,0.050385453,0.0022354275,0.16131376,0.043850314,0.0016884855,0.65740466,0.0027682304,PubMed
0.21198064,0.46515718,0.0758703,0.002578807,0.14329499,0.06410661,0.034695987,0.0023155198,Preprints
0.25582454,0.21471615,0.037084207,0.26941133,0.0824227,0.023623861,0.06956386,0.04735339,PubMed
0.07417199,0.35747907,0.062216617,0.08108456,0.002426629,0.0011405789,0.31960037,0.10188024,Preprints
0.2955736,0.041022714,0.17420536,0.0010479847,0.0010955628,0.122190446,0.015169872,0.34969443,Preprints
0.08547456,0.14032699,0.030212967,0.0036219028,0.14682129,0.0016806353,0.47669005,0.115171574,Preprints
0.13186774,0.56725484,0.0013774582,0.046243943,0.01947626,0.04422967,0.017301658,0.17224844,PubMed
0.19400534,0.26877975,0.0016199326,0.002544426,0.052396946,0.0012410654,0.054053254,0.42535928,Preprints
0.2588046,0.3724975,0.07783658,0.13338824,0.0029392808,0.0013988825,0.086376056,0.06675884,PubMed
0.18645705,0.095748805,0.020415397,0.30855057,0.00442301,0.0021943478,0.35086083,0.03135001,Preprints
0.26122022,0.4248753,0.0027098802,0.04220056,0.12620227,0.0020816475,0.118185684,0.022524413,PubMed
0.061893262,0.51443064,0.033678774,0.09219349,0.004438061,0.002137883,0.2057165,0.08551137,Preprints
0.122050166,0.1542759,0.00257979,0.004278343,0.004590776,0.06941106,0.394847,0.24796697,Preprints
0.34709984,0.24450281,0.001742206,0.0025532309,0.033748426,0.023067793,0.25918576,0.08809993,Preprints
0.26305476,0.22322479,0.0021185847,0.035946306,0.017663173,0.043208756,0.030329905,0.38445374,PubMed
0.22309454,0.5371448,0.002260067,0.0039970214,0.0035959783,0.0017321783,0.07857396,0.14960152,PubMed
0.54547155,0.09341903,0.0022531268,0.04633691,0.004302141,0.0017098557,0.1901745,0.11633291,PubMed
0.43928745,0.08904526,0.022706151,0.16944629,0.016772373,0.03172897,0.22834276,0.0026707526,PubMed
0.19886531,0.11723728,0.23388644,0.2375039,0.003936582,0.0018130067,0.05648962,0.15026785,Preprints
0.11100695,0.049563088,0.0019875627,0.6873422,0.0058615985,0.0014765265,0.14027525,0.0024868085,PubMed
0.073172435,0.12427981,0.05599627,0.47630763,0.05301805,0.0014948965,0.16676134,0.04896956,Preprints
0.11380373,0.021055456,0.01994836,0.76483387,0.009277541,0.001194211,0.03155648,0.03833039,PubMed
0.032883905,0.5762245,0.00067364925,0.010676885,0.07361272,0.057159748,0.024163628,0.22460493,PubMed
0.24410397,0.2719002,0.00093372585,0.37135363,0.0014549253,0.0007077114,0.10839519,0.0011506216,PubMed
0.19492152,0.005190099,0.29594958,0.002228919,0.0025661571,0.19993776,0.15700167,0.14220434,PubMed
0.66771644,0.06549198,0.030105017,0.044584036,0.102492526,0.0012651498,0.08619921,0.0021456617,PubMed
0.15921119,0.3763117,0.0025239855,0.03449118,0.0410136,0.22354215,0.008166509,0.15473965,PubMed
0.23756792,0.28964916,0.001910029,0.036029916,0.003226974,0.27984425,0.038813736,0.11295801,PubMed
0.20389397,0.41684812,0.011837724,0.06844223,0.019344311,0.058244605,0.016150968,0.20523803,PubMed
0.18625872,0.54992324,0.028003067,0.018463315,0.020007268,0.0958965,0.004884951,0.096562974,PubMed
0.3939385,0.20578863,0.12310998,0.001567378,0.0016753797,0.0629946,0.06969773,0.1412278,Preprints
0.11552518,0.2279564,0.0014998934,0.0022046184,0.15693161,0.019173028,0.40621585,0.07049348,PubMed
0.13514733,0.2634701,0.00078376546,0.001102372,0.013079828,0.16684894,0.26774922,0.15181844,Preprints
0.18920292,0.11686155,0.20225434,0.14241382,0.015482478,0.13343617,0.13034074,0.070007935,PubMed
0.27517584,0.007996332,0.10590074,0.2736133,0.09456448,0.0013810552,0.23904684,0.0023213807,PubMed
0.014428809,0.22552516,0.036410388,0.00087263144,0.12106656,0.00044425094,0.56669575,0.034556467,PubMed
0.19464739,0.0068741017,0.24998568,0.3024672,0.021127794,0.10147491,0.09219131,0.03123159,PubMed
0.18103503,0.28928593,0.059215263,0.0020795611,0.26264864,0.09838427,0.022209879,0.08514139,Preprints
0.095805004,0.4920138,0.0021764757,0.08181525,0.07089629,0.0016496519,0.18544261,0.07020086,Preprints
0.09427679,0.4165627,0.10799397,0.0027365317,0.003067481,0.19958729,0.055420656,0.120354556,PubMed
0.2392211,0.006494844,0.06979337,0.0029916973,0.0031504729,0.0014123318,0.54394835,0.13298781,Preprints
0.44931504,0.07716091,0.20140271,0.0030899323,0.030081727,0.057376355,0.0959162,0.08565713,PubMed
0.1872877,0.02367303,0.016137794,0.58333987,0.01498412,0.0015614185,0.07412873,0.09888734,PubMed
0.0047512064,0.18440233,0.013374894,0.0015226027,0.17651777,0.00071100984,0.6175015,0.0012186674,PubMed
0.1628082,0.0912319,0.5997825,0.13198501,0.007973722,0.00070060365,0.0043424834,0.0011755538,Preprints
0.41173247,0.31461376,0.07121338,0.023298934,0.052885976,0.07087189,0.037120953,0.018262655,PubMed
0.029587317,0.13034037,0.09431737,0.55549353,0.01389081,0.044726305,0.12975964,0.001884585,PubMed
0.39032888,0.2060096,0.011323499,0.025445793,0.017437479,0.038977887,0.08427691,0.22619995,PubMed
0.12809698,0.16572535,0.02729198,0.39446276,0.05355931,0.025218189,0.20399246,0.0016529422,PubMed
0.12503682,0.048096154,0.0019149132,0.52260834,0.0031449308,0.0014562749,0.2502675,0.047475055,Preprints
0.08331872,0.19951548,0.001797412,0.05316155,0.050975014,0.0013343202,0.5156045,0.094293036,Preprints
0.38746822,0.34762126,0.118648365,0.12039576,0.0032198017,0.0014786089,0.01878774,0.0023802274,PubMed
0.18565188,0.24251051,0.0015933356,0.40290442,0.07286509,0.0011832819,0.09135984,0.0019316935,PubMed
0.19836569,0.30566034,0.14861372,0.14589949,0.011329851,0.05607687,0.0049612178,0.12909284,PubMed
0.12239779,0.36672366,0.3001336,0.004574671,0.0045959805,0.0020314655,0.19628756,0.0032552548,Preprints
0.19371283,0.23393112,0.0019967938,0.4463709,0.051082853,0.0014953344,0.068945155,0.0024650125,PubMed
0.15101191,0.012887842,0.049491026,0.0022733903,0.038618192,0.06502771,0.042533547,0.6381564,PubMed
0.32157755,0.0074864174,0.32715124,0.092801765,0.03672936,0.0017679002,0.017582588,0.1949032,PubMed
0.3075092,0.37091905,0.03531086,0.17806056,0.04161323,0.0012997322,0.03168763,0.033599753,PubMed
0.3882989,0.14416312,0.07775908,0.014128276,0.1282425,0.026963232,0.06563062,0.15481426,PubMed
0.58889234,0.1603702,0.057141956,0.10528545,0.01583469,0.0011520255,0.0050892495,0.06623416,PubMed
0.17798962,0.2584529,0.105479084,0.0023769934,0.016253715,0.112674,0.048084963,0.2786888,PubMed
0.07368706,0.050171785,0.046353657,0.04135887,0.0029628433,0.32615232,0.029724674,0.42958876,PubMed
0.099170715,0.040405378,0.2796652,0.002302868,0.11458062,0.45646816,0.0054213526,0.0019857162,PubMed
0.47376093,0.083187535,0.0011796614,0.15164778,0.013916013,0.26278642,0.004614452,0.008907228,PubMed
0.3644557,0.041713007,0.1765479,0.15382397,0.0036325634,0.0015347986,0.050999943,0.2072921,PubMed
0.31818804,0.14627306,0.25066411,0.008007605,0.054296575,0.072539315,0.022034334,0.127997,PubMed
0.25902754,0.17431915,0.068059914,0.43431357,0.02012767,0.0014272049,0.0239166,0.018808361,PubMed
0.27235708,0.024494056,0.6056949,0.053596135,0.0026005965,0.013587598,0.025671652,0.0019980345,PubMed
0.6126024,0.08032893,0.0017854947,0.080571085,0.10103594,0.07283395,0.048629083,0.0022131405,PubMed
0.18826072,0.18167272,0.0016948546,0.47561172,0.002515989,0.0011926632,0.14710084,0.0019504925,PubMed
0.12566297,0.035395056,0.19945258,0.35033795,0.08558346,0.08436122,0.02837241,0.0908343,Preprints
0.34986725,0.11199552,0.10240926,0.21515779,0.0028437464,0.12829569,0.034826342,0.054604355,PubMed
0.13886625,0.06040717,0.13382383,0.05488326,0.37666947,0.00087341457,0.19243242,0.042044193,PubMed
0.050761513,0.04921077,0.0013453484,0.041859865,0.16366696,0.12940146,0.5519485,0.011805618,Preprints
0.14541829,0.27766168,0.041864317,0.36784533,0.017154083,0.0007337366,0.10570565,0.04361694,PubMed
0.491988,0.14583054,0.15001252,0.10534976,0.058169134,0.038033556,0.007712058,0.0029044284,PubMed
0.13560058,0.33567676,0.0017899342,0.12959787,0.015557594,0.12767601,0.0477926,0.20630863,Preprints
0.09905036,0.066630706,0.28019336,0.014020952,0.07448628,0.40643764,0.00829396,0.05088674,PubMed
0.3597419,0.17229357,0.25578997,0.05845149,0.069226995,0.052830845,0.02981591,0.001849299,PubMed
0.2755986,0.08357312,0.25214872,0.00414359,0.005461262,0.2944781,0.053748593,0.030848064,Preprints
0.32237104,0.13267602,0.1425449,0.11065461,0.0036715057,0.08505001,0.04524851,0.15778343,Preprints
0.14460419,0.122804366,0.5723354,0.0663332,0.048571985,0.0006212369,0.029475562,0.01525404,Preprints
0.44866452,0.072312914,0.09450869,0.0019685545,0.0023485625,0.34375533,0.0224853,0.013956146,PubMed
0.7329691,0.03531133,0.08602911,0.13150631,0.0027120847,0.0012758218,0.008121018,0.0020751928,PubMed
0.5302913,0.06218157,0.3244354,0.0024396235,0.002495275,0.06069243,0.015533063,0.0019313197,PubMed
0.09934328,0.2826387,0.38701755,0.14193632,0.031503428,0.0010251544,0.039399207,0.017136324,PubMed
0.15725367,0.088287674,0.029720047,0.0016335942,0.025795404,0.60221934,0.0032529354,0.09183735,PubMed
0.3284049,0.019760666,0.47979593,0.027044887,0.021516697,0.11864543,0.0034257718,0.0014056694,PubMed
0.57462835,0.16581698,0.07793956,0.0031007666,0.075827815,0.09347612,0.006426533,0.002783903,PubMed
